date,basDt,mngInvTgt,invrCtg,scrtCmpyCnt,actCnt,actBal,_source_api,_collected_at_kst
2026-05-14,20260514,기타형,개인,14,3336664,26623491669343,cma,2026-06-14T00:22:39+09:00
2026-05-14,20260514,기타형,기관,14,56573,7752259622625,cma,2026-06-14T00:22:39+09:00
2026-05-14,20260514,발행어음형,개인,5,6746871,25133952390790,cma,2026-06-14T00:22:39+09:00
2026-05-14,20260514,발행어음형,기관,5,9142,844185254313,cma,2026-06-14T00:22:39+09:00
2026-05-14,20260514,종금형,개인,1,43086,87839833445,cma,2026-06-14T00:22:39+09:00
2026-05-14,20260514,종금형,기관,1,198,10101746375,cma,2026-06-14T00:22:39+09:00
2026-05-14,20260514,합계,개인,0,39553216,101649277015476,cma,2026-06-14T00:22:39+09:00
2026-05-14,20260514,합계,기관,0,143689,12146967011418,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,합계,기관,0,143747,12073109843763,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,MMF형,개인,12,2806252,4344609471374,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,MMF형,기관,12,533,75318260939,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,RP형,개인,23,26631764,44915526196416,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,RP형,기관,23,77268,3434936273597,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,기타형,개인,14,3337178,26475689943679,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,기타형,기관,14,56604,7696045304050,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,발행어음형,개인,5,6749156,24939819014596,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,발행어음형,기관,5,9145,856769391398,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,종금형,개인,1,43077,87248186527,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,종금형,기관,1,197,10040613779,cma,2026-06-14T00:22:39+09:00
2026-05-15,20260515,합계,개인,0,39567427,100762892812592,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,MMF형,개인,12,2809828,4325480896049,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,MMF형,기관,12,534,74539560327,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,RP형,개인,23,26650262,44845418325463,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,RP형,기관,23,77287,3425505311915,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,기타형,개인,14,3337620,26599897872153,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,발행어음형,개인,5,6752694,24863902364106,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,발행어음형,기관,5,9148,858339639721,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,종금형,개인,1,43065,87554619645,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,종금형,기관,1,197,10035205635,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,합계,개인,0,39593469,100722254077416,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,합계,기관,0,143798,12235047375155,cma,2026-06-14T00:22:39+09:00
2026-05-18,20260518,기타형,기관,14,56632,7866627657557,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,합계,기관,0,143887,12303162981497,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,합계,개인,0,39604001,101178035489317,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,종금형,기관,1,197,10036392636,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,종금형,개인,1,43049,87751712204,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,발행어음형,기관,5,9153,878034699903,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,발행어음형,개인,5,6754251,24922480254526,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,기타형,기관,14,56675,7871979536844,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,MMF형,개인,12,2810996,4329625228610,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,기타형,개인,14,3338011,26976688128660,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,RP형,기관,23,77328,3468860191328,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,RP형,개인,23,26657694,44861490165317,cma,2026-06-14T00:22:39+09:00
2026-05-19,20260519,MMF형,기관,12,534,74252160786,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,MMF형,개인,12,2812137,4313620977308,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,RP형,개인,23,26665006,44739002729831,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,RP형,기관,23,77353,3471747497891,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,기타형,개인,14,3338281,25898312774603,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,기타형,기관,14,56700,7704200636656,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,발행어음형,개인,5,6756081,24403381654461,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,발행어음형,기관,5,9155,870727241042,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,종금형,개인,1,43044,87143850163,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,종금형,기관,1,197,10568565638,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,합계,개인,0,39614549,99441461986366,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,합계,기관,0,143939,12134249028068,cma,2026-06-14T00:22:39+09:00
2026-05-20,20260520,MMF형,기관,12,534,77005086841,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,합계,개인,0,39630070,98338692404711,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,종금형,기관,1,197,9578813016,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,종금형,개인,1,43047,87038834607,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,발행어음형,기관,5,9158,856880861189,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,발행어음형,개인,5,6758562,24234658370752,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,기타형,개인,14,3338642,25358434672937,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,RP형,기관,23,77379,3460812249495,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,RP형,개인,23,26675907,44344271068119,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,MMF형,기관,12,534,77278066975,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,합계,기관,0,144003,12124996175737,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,기타형,기관,14,56735,7720446185062,cma,2026-06-14T00:22:39+09:00
2026-05-21,20260521,MMF형,개인,12,2813912,4314289458296,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,발행어음형,개인,5,6762657,24963535657957,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,MMF형,기관,12,534,79540525701,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,RP형,개인,23,26689961,44884139818445,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,RP형,기관,23,77419,3519222468343,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,기타형,개인,14,3339212,26322248641475,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,기타형,기관,14,56750,7765475627350,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,발행어음형,기관,5,9164,877803759350,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,종금형,개인,1,43044,87321462896,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,종금형,기관,1,197,9529963820,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,합계,개인,0,39650997,100631364663357,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,합계,기관,0,144064,12251572344564,cma,2026-06-14T00:22:39+09:00
2026-05-22,20260522,MMF형,개인,12,2816123,4374119082584,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,합계,기관,0,144117,12243675545962,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,합계,개인,0,39696714,97925902799937,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,종금형,기관,1,197,9379860955,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,종금형,개인,1,43033,86348177464,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,발행어음형,기관,5,9168,873496806220,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,발행어음형,개인,5,6769614,23694961786414,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,기타형,개인,14,3339593,25206800195646,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,RP형,기관,23,77441,3494478442621,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,RP형,개인,23,26721455,44643123046020,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,MMF형,기관,12,534,80638843378,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,MMF형,개인,12,2823019,4294669594393,cma,2026-06-14T00:22:39+09:00
2026-05-26,20260526,기타형,기관,14,56777,7785681592788,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,합계,개인,0,39716667,94057238404171,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,종금형,기관,1,197,8888630534,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,종금형,개인,1,43020,85379983778,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,발행어음형,기관,5,9170,894870136307,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,발행어음형,개인,5,6772603,22273033610973,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,기타형,기관,14,56815,8042885656510,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,기타형,개인,14,3340055,23898201245327,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,RP형,기관,23,77469,3499199135398,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,RP형,개인,23,26735622,43547651309505,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,MMF형,기관,12,534,280564907579,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,MMF형,개인,12,2825367,4252972254588,cma,2026-06-14T00:22:39+09:00
2026-05-27,20260527,합계,기관,0,144185,12726408466328,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,MMF형,기관,12,534,281445636367,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,MMF형,개인,12,2827355,4228240917327,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,합계,기관,0,143725,12683239114192,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,합계,개인,0,39193100,96057650327517,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,종금형,기관,1,197,8914453438,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,종금형,개인,1,43014,84756172242,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,발행어음형,기관,5,9171,893230297437,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,발행어음형,개인,5,6775210,23146251894374,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,기타형,기관,14,56500,8013757255221,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,기타형,개인,14,3039948,24796349254255,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,RP형,기관,23,77323,3485891471729,cma,2026-06-14T00:22:39+09:00
2026-05-28,20260528,RP형,개인,23,26507573,43802052089319,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,기타형,기관,14,56531,7817838746866,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,RP형,개인,23,26521549,45189496133497,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,RP형,기관,23,77374,3412703165767,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,기타형,개인,14,3040639,26694664551080,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,MMF형,개인,12,2829295,4267133393095,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,발행어음형,개인,5,6778000,25005785664101,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,발행어음형,기관,5,9174,880384123918,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,종금형,개인,1,43010,85452065172,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,종금형,기관,1,197,9157469279,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,합계,개인,0,39212493,101242531806945,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,합계,기관,0,143810,12398934745065,cma,2026-06-14T00:22:39+09:00
2026-05-29,20260529,MMF형,기관,12,534,278851239235,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,MMF형,개인,12,2834815,4317921110874,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,합계,기관,0,143853,12734393726451,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,합계,개인,0,39250428,100971941726163,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,종금형,기관,1,197,9133610034,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,종금형,개인,1,42983,85186406492,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,발행어음형,기관,5,9174,859946692789,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,발행어음형,개인,5,6783919,25061940360862,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,기타형,기관,14,56563,8165777618684,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,기타형,개인,14,3041093,26489856831245,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,RP형,기관,23,77385,3423467462757,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,RP형,개인,23,26547618,45017037016690,cma,2026-06-14T00:22:39+09:00
2026-06-01,20260601,MMF형,기관,12,534,276068342187,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,MMF형,개인,12,2837046,4329935284446,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,합계,기관,0,143923,12741064301355,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,합계,개인,0,39268463,100401075162237,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,종금형,개인,1,42968,84948575637,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,발행어음형,기관,5,9175,884605569688,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,발행어음형,개인,5,6787079,24882248048520,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,기타형,기관,14,56598,8116716795686,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,기타형,개인,14,3041588,26161796875943,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,RP형,기관,23,77419,3472970087850,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,RP형,개인,23,26559782,44942146377691,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,MMF형,기관,12,534,257614365295,cma,2026-06-14T00:22:39+09:00
2026-06-02,20260602,종금형,기관,1,197,9157482836,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,합계,기관,0,143983,12702767775954,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,합계,개인,0,39293930,100921025015166,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,종금형,기관,1,197,9578482853,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,종금형,개인,1,42950,84732048901,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,발행어음형,기관,5,9180,888408327777,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,발행어음형,개인,5,6791356,24813246063706,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,MMF형,개인,12,2840518,4335840187603,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,기타형,기관,14,56631,8173942022610,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,MMF형,기관,12,534,144901431414,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,RP형,개인,23,26577054,45292485445501,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,RP형,기관,23,77441,3485937511300,cma,2026-06-14T00:22:39+09:00
2026-06-04,20260604,기타형,개인,14,3042052,26394721269455,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,MMF형,개인,12,2842209,4329138727455,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,MMF형,기관,12,534,117337943880,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,RP형,개인,23,26586395,45200397814943,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,RP형,기관,23,77475,3533575953629,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,기타형,개인,14,3042616,26617781924698,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,기타형,기관,14,56662,8209740087326,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,발행어음형,개인,5,6795957,24798583296661,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,발행어음형,기관,5,9183,892609891993,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,종금형,개인,1,42943,83763029825,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,종금형,기관,1,197,9903482319,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,합계,개인,0,39310120,101029664793582,cma,2026-06-14T00:22:39+09:00
2026-06-05,20260605,합계,기관,0,144051,12763167359147,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,합계,기관,0,144113,12613062164231,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,MMF형,개인,12,2846194,4265533371535,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,MMF형,기관,12,534,102037435664,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,RP형,개인,23,26605626,44354807875469,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,RP형,기관,23,77513,3523084198417,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,기타형,개인,14,3042950,26091699477981,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,기타형,기관,14,56684,8086102186995,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,발행어음형,기관,5,9185,891975314778,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,종금형,개인,1,42934,83419963422,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,종금형,기관,1,197,9863028377,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,합계,개인,0,39337643,99171176296745,cma,2026-06-14T00:22:39+09:00
2026-06-08,20260608,발행어음형,개인,5,6799939,24375715608338,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,합계,기관,0,144169,12708452520790,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,종금형,기관,1,197,10018235960,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,종금형,개인,1,42937,83107081851,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,발행어음형,기관,5,9190,891859751481,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,발행어음형,개인,5,6802124,24411758738820,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,기타형,기관,14,56709,8191164483041,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,기타형,개인,14,3043292,26007591720176,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,RP형,기관,23,77539,3524427091222,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,RP형,개인,23,26614337,44216199373594,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,MMF형,기관,12,534,90982959086,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,MMF형,개인,12,2847795,4288459912329,cma,2026-06-14T00:22:39+09:00
2026-06-09,20260609,합계,개인,0,39350485,99007116826770,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,MMF형,개인,12,2849231,4279565359063,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,합계,기관,0,144240,12376242811275,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,합계,개인,0,39362970,97388016346950,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,종금형,기관,1,197,9699414377,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,종금형,개인,1,42944,82632211935,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,발행어음형,기관,5,9191,885670260139,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,발행어음형,개인,5,6804238,23700628052193,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,기타형,기관,14,56733,7870005305855,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,기타형,개인,14,3043583,25351269891794,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,RP형,기관,23,77585,3526312658952,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,RP형,개인,23,26622974,43973920831965,cma,2026-06-14T00:22:39+09:00
2026-06-10,20260610,MMF형,기관,12,534,84555171952,cma,2026-06-14T00:22:39+09:00
